SalesID,SalesPersonName,Region,LeadsGenerated,Conversions,Revenue,Month,Email,PhoneNumber,Age,ExperienceYears,Team,JoiningDate,TargetAchieved,CustomerSatisfaction,CommissionEarned,LastLogin,FeedbackComments,SalesChannel,Certifications,Course ID
1159,Juan Dixon,West,54,49,3649.73,2022-09,david11@armstrong-wilson.com,001-741-321-2336x4627,30,19,Beta,2023-06-05,Yes,2,390.22,2025-03-18 16:17:21,Stage voice anyone offer.,Online,Certified Seller,CD03-ML
1160,Corey Haley,South,59,26,4142.01,2024-05,davistammy@yahoo.com,(989)617-9061,35,10,Alpha,2023-03-25,Yes,10,828.89,2025-05-15 19:39:47,Would answer Congress toward subject leg job.,Online,Certified Seller,CD05-FS
1161,Joseph Ali,East,32,45,4353.38,2024-09,mark16@gmail.com,(594)028-8408x140,41,9,Beta,2024-04-07,Yes,4,450.82,2025-02-18 10:03:11,Agency three argue medical expert.,Hybrid,None,CD02-AI
1162,Stephen Gutierrez,East,62,39,5764.42,2024-02,kevin75@simmons-pacheco.com,(325)828-4442x05206,33,19,Beta,2023-04-19,No,2,787.27,2025-05-09 03:53:03,Western fall necessary student result player property exactly.,Hybrid,None,CD03-ML
1163,Mrs. Kelsey Garrett,East,15,50,7392.43,2024-08,daniel53@ross-lewis.com,+1-212-701-7494x332,32,8,Gamma,2021-04-09,No,10,288.5,2025-03-20 04:57:11,Wrong like beyond.,Offline,Elite Trainer,CD04-DA
1164,Jasmine Oliver,South,62,0,5299.15,2022-02,uwilliams@rodriguez.com,059-881-0163x2643,47,3,Alpha,2023-08-31,Yes,3,788.47,2025-01-28 02:00:38,Into listen wish fund subject game truth throw.,Hybrid,None,CD03-ML
1165,Joshua Hall,Central,84,23,3813.67,2023-07,marshallkatelyn@martinez.com,260-102-3076x433,49,2,Beta,2022-11-15,No,1,314.65,2025-06-15 05:54:54,Add call operation determine energy.,Offline,Elite Trainer,CD01-DS
1166,Jay Mcintyre,East,57,41,3319.86,2023-02,jenniferbaird@brown.com,119.650.9919,30,20,Alpha,2022-07-17,Yes,3,644.94,2025-04-22 14:48:07,Wife but understand science.,Hybrid,Elite Trainer,CD01-DS
1167,James Harmon,West,97,34,8416.88,2023-01,fliu@gmail.com,001-736-874-1765x318,37,3,Gamma,2022-10-06,No,5,629.68,2025-04-07 05:51:30,Focus authority moment if.,Hybrid,None,CD08-CS
1168,John Adkins,North,72,0,8736.3,2023-08,williamspatrick@king-conway.com,2450639422,25,9,Gamma,2023-12-04,No,1,645.46,2025-07-11 14:41:59,At election child despite heart represent hot rate.,Offline,Certified Seller,CD02-AI
1169,Rebecca Suarez PhD,South,80,34,3876.46,2024-04,johnsondaniel@hotmail.com,(090)999-2290x9821,27,10,Alpha,2024-05-26,Yes,4,688.4,2025-04-11 10:44:05,Ever raise debate after quality wind.,Online,None,CD03-ML
1170,Debbie Patel,North,70,13,5360.56,2024-08,johnhoward@cisneros.com,932-667-2041x533,28,11,Gamma,2023-07-07,No,4,663.61,2025-04-10 08:16:56,Office article life reach.,Hybrid,Elite Trainer,CD07-DO
1171,Ian Vance,South,40,1,8270.14,2024-04,angelicajames@thomas-gibson.com,(424)134-0338x6147,40,7,Alpha,2023-05-13,Yes,6,232.77,2025-05-10 14:23:27,Language south call in everybody oil.,Hybrid,None,CD03-ML
1172,Heather Coleman DDS,North,34,32,5371.81,2024-07,nicolemarks@mendoza.com,334.468.8312,26,8,Alpha,2021-01-04,No,2,500.8,2025-07-16 10:39:01,Hot community challenge pattern side trade.,Offline,None,CD05-FS
1173,Kevin Lee,South,98,26,8830.05,2022-04,walter47@rodriguez.biz,908-958-7664x41492,38,2,Gamma,2022-01-28,No,2,727.27,2025-01-13 23:47:18,Develop way relate travel lawyer.,Online,Elite Trainer,CD07-DO
1174,Micheal Cowan,East,63,44,8515.18,2024-12,ryanjoseph@hotmail.com,068-973-9749x199,41,2,Beta,2023-05-23,No,2,213.23,2025-07-16 17:39:06,Individual time case trouble similar behavior.,Online,Certified Seller,CD06-CC
1175,Jose Thomas,South,39,11,8275.18,2022-10,malvarado@stone.org,001-074-365-2329x2160,35,14,Alpha,2024-01-21,Yes,4,886.15,2025-01-24 18:16:23,Well serious key letter political interesting.,Hybrid,Certified Seller,CD06-CC
1176,Steven Wilson,South,23,46,7462.94,2024-06,beltranjoseph@flores-benson.com,(512)869-3257,44,11,Alpha,2024-02-13,No,4,721.1,2025-05-05 03:02:13,Ask central allow onto could those under themselves.,Hybrid,None,CD06-CC
1177,William Perez,East,11,41,6898.81,2024-09,yolanda69@yahoo.com,420.211.7849,35,5,Alpha,2022-05-20,No,4,868.86,2025-04-27 20:41:37,Build successful total trade who adult.,Offline,Certified Seller,CD04-DA
1178,Elizabeth Hartman,South,35,21,3480.3,2023-05,jesse09@carlson.com,234.482.3139,25,4,Alpha,2022-01-19,Yes,8,775.87,2025-05-29 08:22:40,Outside task rise down serve nearly ok.,Online,None,CD01-DS
1179,Susan Bass,East,10,44,8018.81,2022-07,beverlypatel@yahoo.com,(048)153-1246,46,14,Alpha,2022-01-25,No,6,977.95,2025-07-10 23:43:04,Several last home child draw.,Hybrid,Elite Trainer,CD05-FS
1180,Carrie Jensen,Central,46,46,3469.25,2022-05,andrewmiller@doyle.com,262.918.6908,36,15,Beta,2023-06-23,No,3,398.4,2025-07-19 01:52:48,Each pass audience fight organization push worker.,Offline,Elite Trainer,CD07-DO
1181,Diane Smith,South,96,12,4902.19,2023-03,deboraholson@hester.info,(233)083-8986,31,1,Alpha,2021-12-07,No,5,911.27,2025-01-27 16:19:55,Avoid character laugh American.,Hybrid,Elite Trainer,CD04-DA
1182,Amanda Munoz,West,75,4,7157.99,2022-01,rachel13@frazier.info,(956)410-0026x7566,34,0,Alpha,2024-03-10,Yes,6,347.42,2025-04-10 23:31:27,Stand consumer two once yard tax one.,Offline,None,CD08-CS
1183,Pamela Morris,South,90,7,9062.98,2024-05,orich@ellison.com,913.144.5042,35,16,Beta,2022-01-23,No,1,432.18,2025-05-27 00:50:00,Lose stuff rock town third.,Hybrid,Certified Seller,CD04-DA
1184,Logan Daniel,East,43,39,5626.47,2024-07,xbennett@oliver.com,(781)803-2450,22,5,Beta,2024-06-27,No,5,695.78,2025-02-15 06:31:00,Eat explain finish force bad feel your.,Offline,Elite Trainer,CD04-DA
1185,Kristi Barnes,South,75,5,8663.25,2022-05,ryanhogan@yahoo.com,(150)783-3012x9017,47,10,Alpha,2022-12-31,Yes,8,818.85,2025-06-27 05:11:54,Throughout then summer mission evidence prepare.,Online,Elite Trainer,CD05-FS
1186,Richard Leonard,North,92,45,5210.84,2022-03,jamescook@gmail.com,515-846-7141x56625,45,12,Alpha,2021-01-26,No,2,555.45,2025-07-04 03:49:32,Sea assume wonder generation may thought.,Hybrid,Elite Trainer,CD08-CS
1187,Destiny Silva,West,56,2,9556.82,2024-07,sharonfrazier@hill.info,160-622-3794,34,20,Gamma,2022-07-24,Yes,2,677.87,2025-05-14 02:19:55,By itself agency set sea ready spend.,Online,Elite Trainer,CD07-DO
1188,Melissa Young,Central,60,3,1359.88,2024-03,bparks@hunter-rodgers.com,787.222.6337x45232,45,6,Alpha,2024-05-06,No,6,868.05,2025-05-19 12:12:39,Record serve management keep.,Offline,Certified Seller,CD01-DS
1189,Shannon Carrillo,West,94,8,7202.54,2024-04,kyle15@yahoo.com,335.758.0733x7403,42,13,Beta,2021-04-23,Yes,10,416.77,2025-06-17 03:04:44,Certainly government inside American friend fall season.,Hybrid,None,CD05-FS
1190,Heather Lopez,East,39,6,5476.94,2022-12,zjones@gmail.com,174-438-3847,38,1,Alpha,2021-10-02,Yes,7,770.26,2025-02-11 22:23:16,Consider above national want.,Online,Elite Trainer,CD01-DS
1191,Matthew King,South,89,18,5284.56,2023-08,powellsuzanne@mcdonald.com,881-631-1483x468,27,0,Alpha,2024-07-16,Yes,6,519.73,2025-05-31 16:31:35,Be gas husband race.,Hybrid,Certified Seller,CD04-DA
1192,Russell Jones,North,64,28,2837.52,2024-07,egilmore@yahoo.com,(002)144-3691x0921,29,4,Alpha,2023-07-03,Yes,10,245.45,2025-06-25 09:15:59,Better water decade picture sure wonder.,Offline,Elite Trainer,CD03-ML
1193,Jennifer Wilson,East,42,46,5970.51,2024-12,grahamandrew@gmail.com,1342114756,22,4,Gamma,2023-09-06,No,8,948.95,2025-01-17 01:53:58,Interesting begin class walk hit bring yet.,Online,None,CD06-CC
1194,Dennis Camacho,Central,55,32,7595.24,2024-09,ghanson@alexander.org,371-800-1040,28,16,Alpha,2022-07-02,No,6,855.52,2025-01-06 10:51:34,Believe low particular security unit including message.,Offline,None,CD07-DO
1195,Steven Rodriguez,North,56,50,4656.96,2022-05,matthew18@barker.com,001-553-321-0122,26,15,Beta,2024-05-19,Yes,1,998.14,2025-07-23 10:37:41,Keep yet expert huge.,Online,None,CD04-DA
1196,Andrew King,West,24,31,4950.6,2024-09,lisabrooks@yahoo.com,(095)363-8351x42446,45,1,Gamma,2023-02-26,No,10,264.51,2025-02-10 17:38:20,Significant soon year back.,Offline,None,CD04-DA
1197,Jose Perry,Central,56,44,1868.37,2023-02,russorebecca@yahoo.com,(613)213-2226x386,29,3,Gamma,2024-06-23,No,7,365.16,2025-07-24 18:46:43,Analysis resource fill quality.,Online,None,CD03-ML
1198,Donald Walton,South,76,10,1109.56,2024-10,stephensnicholas@black.com,+1-420-237-1096x446,50,7,Gamma,2023-07-28,Yes,2,944.34,2025-02-03 16:23:17,Remain TV energy very sport large research.,Hybrid,Certified Seller,CD02-AI
1199,Stephanie Duke,North,61,17,7002.42,2022-07,kristinwagner@hotmail.com,6165080995,35,2,Gamma,2022-04-28,Yes,8,720.0,2025-06-29 18:33:10,Generation question step author education hit gun.,Offline,Elite Trainer,CD05-FS
1200,Paul Mullins,South,28,11,8470.42,2022-10,ucarpenter@walker.com,001-323-904-3055x230,49,18,Beta,2022-10-04,No,1,382.82,2025-03-31 05:41:21,Lead create computer college herself eat player.,Hybrid,None,CD06-CC
1201,Victoria Sanford,East,39,38,6006.16,2022-03,victoria95@yahoo.com,(829)598-0480,48,20,Beta,2024-05-13,Yes,9,947.58,2025-06-10 19:12:37,Cultural call after share.,Hybrid,Elite Trainer,CD03-ML
1202,Jessica Ross,East,14,27,1965.33,2024-03,hsmith@coffey-valdez.com,724-895-2868,35,10,Alpha,2022-04-29,Yes,6,190.4,2025-05-02 10:20:30,Story matter help case budget.,Online,Elite Trainer,CD03-ML
1203,Tammy Grant,East,12,10,1610.04,2022-02,lopezdaniel@acosta.com,(223)613-6509x063,28,4,Gamma,2022-01-27,Yes,10,267.95,2025-04-15 22:41:26,Smile nature great certain plan again concern.,Online,Elite Trainer,CD04-DA
1204,Heather Larsen,North,71,37,8125.78,2022-02,maria61@gmail.com,446.439.3737,41,6,Gamma,2022-04-17,Yes,3,528.25,2025-03-21 19:07:50,Space actually few paper blood new drive option.,Offline,None,CD08-CS
1205,Luis Conrad,Central,15,39,5040.33,2023-07,cannonricardo@hotmail.com,501.545.6002,28,9,Beta,2020-08-30,No,7,569.46,2025-02-07 19:24:07,Upon everything mission rock answer Mrs.,Offline,None,CD04-DA
1206,Stephanie Anderson,Central,91,29,1056.88,2022-03,zwhite@gmail.com,001-648-715-4856x62040,50,5,Gamma,2020-07-31,No,8,988.73,2025-01-31 17:57:57,South during section others anything light.,Offline,None,CD05-FS
1207,Joseph Zhang,North,34,35,4805.93,2024-01,wstevens@roberts-davila.biz,+1-411-115-7216,25,16,Gamma,2022-11-26,No,1,436.9,2025-05-29 01:06:41,Than side audience then what that customer hospital.,Offline,None,CD01-DS
1208,Andrew Price,Central,10,19,9724.07,2022-05,patrickmartinez@blackwell-acosta.info,206.353.5830x0390,27,10,Alpha,2021-03-30,No,3,497.09,2025-04-11 20:48:57,Population natural authority exist cause.,Hybrid,Elite Trainer,CD03-ML
1209,Angela Clark,West,94,0,5915.8,2022-09,tylertaylor@yahoo.com,+1-035-050-7951x1983,29,10,Alpha,2023-05-07,Yes,2,304.12,2025-07-14 15:01:17,Expert issue tell want.,Hybrid,Elite Trainer,CD07-DO
1210,Lisa Hogan,East,41,45,2094.06,2022-09,skim@pineda.com,001-140-229-2985,24,15,Alpha,2023-09-12,No,4,217.62,2025-06-29 17:55:08,Economy within prove truth religious author.,Hybrid,None,CD07-DO
1211,Angela Baker,North,57,50,8636.18,2024-02,gavin15@gmail.com,989-649-6032,29,9,Beta,2024-01-24,Yes,1,105.08,2025-07-02 09:33:26,Stage address campaign law.,Hybrid,Certified Seller,CD05-FS
1212,Lori Whitney,East,53,26,4727.48,2024-11,abarton@cox.biz,0935545831,45,18,Alpha,2023-10-04,No,8,294.5,2025-03-28 13:02:41,Establish consider clear name call.,Online,None,CD05-FS
1213,Tammy Graves,Central,18,40,5086.41,2023-01,katierodriguez@hotmail.com,+1-026-184-1347x78952,45,7,Alpha,2024-06-16,Yes,9,256.23,2025-05-26 03:35:34,Room nothing near gun fund painting cause.,Hybrid,None,CD04-DA
1214,Brooke Nash,East,46,44,6705.01,2023-07,valdezjohn@wagner.net,955-932-2776,35,13,Beta,2020-11-21,No,4,502.45,2025-03-01 11:20:40,Line cover try than very.,Online,Certified Seller,CD07-DO
1215,Thomas Rivera,Central,80,0,4044.56,2023-12,slin@king-marshall.info,635.454.1487,38,20,Alpha,2022-04-17,No,6,919.52,2025-06-10 23:48:25,Appear actually happen stay war travel.,Offline,Certified Seller,CD02-AI
1216,Cathy Webster,Central,60,21,3389.07,2023-05,roy23@nelson.net,(264)067-5482x8320,30,11,Gamma,2023-07-13,Yes,3,799.23,2025-07-08 02:34:02,Together have sing activity fire health.,Offline,None,CD06-CC
1217,Leah Johnson,West,79,24,1984.34,2023-05,nancyjohnson@gmail.com,(075)770-4022x783,43,9,Alpha,2022-01-11,Yes,5,861.79,2025-06-06 05:30:25,Major difference indeed agree production.,Offline,Certified Seller,CD06-CC
1218,Alexander Sanders,West,16,39,3714.16,2024-01,inguyen@bridges.net,813.894.9527x1479,29,12,Alpha,2023-02-22,No,6,737.33,2025-03-06 22:44:55,Similar high speech environmental national draw.,Online,None,CD04-DA
1219,Lance Davidson,South,36,26,8998.64,2024-01,nicholasglass@yahoo.com,284.254.2963x472,30,19,Alpha,2024-06-11,No,4,703.04,2025-06-05 14:57:39,Bill while total.,Online,Elite Trainer,CD04-DA
1220,Howard Jones,South,96,24,6343.17,2023-05,stonemegan@schultz.com,+1-275-310-5794,31,3,Beta,2020-07-29,Yes,10,703.73,2025-01-19 00:25:39,Store run sure doctor try continue.,Offline,Elite Trainer,CD08-CS
1221,Edward Parker,West,30,25,8511.85,2023-03,zwheeler@schmidt.com,258-096-7691x848,47,8,Beta,2024-03-24,Yes,3,276.47,2025-02-22 22:51:01,Expert peace majority opportunity method.,Online,Certified Seller,CD06-CC
1222,Brandon Grant,East,76,17,8732.8,2022-08,orranthony@ward.com,7894168473,34,7,Alpha,2022-04-08,No,8,767.59,2025-04-09 23:13:54,Sign record million space put direction still.,Offline,None,CD09-AT
1223,Michael Wood,East,89,18,7666.94,2022-07,lkey@yahoo.com,(619)015-1916x321,48,14,Beta,2022-09-21,Yes,1,362.07,2025-01-06 08:12:44,Than break wear shoulder.,Online,None,CD08-CS
1224,Rachel Anderson,East,52,34,8697.57,2022-04,dyersonia@yahoo.com,(953)811-9264x3740,46,6,Alpha,2022-07-17,Yes,5,391.92,2025-04-24 20:36:56,Man know short.,Hybrid,None,CD05-FS
1225,Jessica Garza,West,29,29,9380.08,2023-11,paul94@yahoo.com,001-169-391-4775x71544,39,16,Gamma,2023-07-25,Yes,9,380.49,2025-06-04 18:09:00,Central attention material second nothing fear.,Hybrid,Certified Seller,CD06-CC
1226,Natalie Shaw,Central,42,39,6735.75,2023-10,johnsonvalerie@yahoo.com,001-879-218-5131x91037,27,2,Beta,2021-04-12,No,9,513.07,2025-03-11 21:38:11,Establish American as.,Hybrid,None,CD05-FS
1227,Miguel Cook,North,21,1,7272.24,2024-05,wilsoncynthia@yahoo.com,001-698-263-6208x9163,40,19,Alpha,2023-06-14,Yes,6,977.5,2025-06-04 10:58:06,Certainly standard force box simply.,Online,Certified Seller,CD01-DS
1228,Cheryl Adams,South,41,11,2174.15,2022-05,allison45@sullivan.info,(736)332-1228x9483,32,1,Gamma,2020-09-28,Yes,4,667.3,2025-04-03 20:13:51,Property recent federal network often true discuss newspaper.,Online,Certified Seller,CD01-DS
1229,Diane Wright,Central,72,49,2073.31,2024-09,shane31@yahoo.com,760.882.5389x047,49,2,Beta,2023-12-13,Yes,4,180.69,2025-07-19 21:00:52,Week citizen sister science appear by energy tell.,Offline,Elite Trainer,CD05-FS
1230,Phillip Salazar,West,100,49,3378.67,2022-12,jeffrey72@davis.com,+1-383-665-2338,30,2,Gamma,2021-07-11,No,6,417.67,2025-05-15 08:51:52,Every machine total physical save.,Hybrid,Certified Seller,CD08-CS
1231,Chad Thompson,South,62,17,8851.59,2024-12,cunninghamdaniel@wolfe.info,001-123-679-2336x28544,26,19,Alpha,2021-11-10,No,7,753.68,2025-06-16 04:11:03,Style start reason approach tonight.,Offline,Elite Trainer,CD09-AT
1232,Erika Woods,East,84,7,3418.09,2023-04,belleric@yahoo.com,289-400-8894x9458,33,7,Alpha,2020-09-11,No,9,505.18,2025-04-11 06:00:51,Son itself save rather thank month.,Hybrid,Certified Seller,CD06-CC
1233,Eric Campbell,West,26,25,5463.81,2022-06,gonzalezjason@marshall-howard.net,(327)374-3501x447,50,18,Beta,2021-02-12,Yes,4,540.65,2025-06-16 17:30:33,And good impact should.,Online,Elite Trainer,CD07-DO
1234,Julie Alexander,North,35,46,2273.12,2022-10,lewiscorey@cook-smith.com,(606)817-3905,30,7,Alpha,2024-07-06,Yes,4,949.3,2025-04-05 22:31:49,Television air management change move himself best particularly.,Hybrid,Certified Seller,CD01-DS
1235,Michelle Jones,South,48,16,9945.57,2022-10,keith29@church-owens.com,170-963-8503,44,4,Alpha,2024-01-30,No,8,456.59,2025-07-12 19:21:34,Stock even they something suffer close culture.,Hybrid,Certified Seller,CD05-FS
1236,Krista Burns,West,82,24,2797.31,2022-08,biancamiller@gonzalez-vargas.com,+1-732-123-7488x228,40,14,Beta,2021-06-30,Yes,5,757.66,2025-07-17 00:01:07,Financial act region tonight.,Hybrid,Certified Seller,CD02-AI
1237,Angel Johnson,Central,18,36,1024.6,2024-02,hernandezemily@hotmail.com,+1-927-289-3930x9349,45,2,Alpha,2022-11-21,Yes,9,548.3,2025-03-29 11:05:18,Garden include report sport.,Online,Elite Trainer,CD07-DO
1238,Manuel Mitchell,East,79,34,7857.91,2022-12,estesronald@jones.biz,+1-321-993-0944x8521,26,15,Alpha,2023-06-28,Yes,2,153.15,2025-07-24 23:26:55,Usually apply happen.,Offline,None,CD06-CC
1239,Nicholas Schroeder,East,59,42,2354.35,2023-10,brianwood@gmail.com,353.190.9292x81117,23,2,Alpha,2022-03-11,Yes,2,734.38,2025-04-10 02:33:47,Religious leader by glass.,Hybrid,Certified Seller,CD02-AI
1240,Mr. Benjamin Garcia,South,20,27,8949.79,2022-11,jane54@yahoo.com,(955)477-3934x9063,28,16,Alpha,2023-01-13,No,5,528.03,2025-04-14 05:48:49,Of whole professor.,Offline,None,CD02-AI
1241,Robert Nguyen,Central,11,36,7658.46,2022-08,deckerjustin@dominguez.org,(541)933-2875x9600,35,1,Beta,2021-04-20,No,3,354.35,2025-01-18 10:23:06,Start cause billion.,Hybrid,Elite Trainer,CD08-CS
1242,Barbara Walton,East,39,22,3957.76,2022-06,flucero@white-wong.info,075-338-0226x8274,35,0,Beta,2024-03-22,No,2,698.67,2025-07-24 15:30:39,Now box what.,Hybrid,Certified Seller,CD05-FS
1243,Jamie Watson,Central,91,5,4718.54,2023-11,frobinson@gamble.org,(412)383-9490,38,10,Gamma,2022-06-05,Yes,1,947.01,2025-02-16 12:35:18,Chair start close sell least test.,Offline,Certified Seller,CD03-ML
1244,Javier Miller,South,73,37,6917.96,2024-05,tammy60@gmail.com,(533)307-2003x988,38,5,Beta,2021-12-02,Yes,5,404.64,2025-02-10 06:25:17,No actually performance admit foot animal offer.,Offline,None,CD08-CS
1245,Keith Ingram,West,51,14,1912.45,2022-06,aaron55@stanley-miller.org,959-472-4113x3313,30,13,Alpha,2022-08-24,Yes,5,417.77,2025-05-02 07:00:11,Professor central prove learn truth open.,Offline,Elite Trainer,CD06-CC
1246,Renee Robbins,West,98,36,1557.13,2023-02,conradryan@gmail.com,001-475-748-9474x5737,46,6,Gamma,2022-07-07,Yes,5,296.62,2025-07-04 04:36:41,Mouth still environmental reveal house.,Online,Certified Seller,CD01-DS
1247,Crystal Johnson,East,37,42,2086.95,2024-06,danielle09@hotmail.com,001-952-981-3296x9360,49,20,Alpha,2021-11-08,Yes,4,652.04,2025-02-28 22:22:19,Beat rather bad purpose write.,Online,Elite Trainer,CD09-AT
1248,Brad Thompson,East,40,21,8695.55,2023-11,robert35@gmail.com,+1-098-205-8052,42,0,Gamma,2020-12-08,No,6,752.19,2025-06-03 03:51:09,President moment particularly rather cultural glass.,Offline,Certified Seller,CD09-AT
1249,Jose Golden,Central,59,46,6253.76,2022-12,fcarter@davis.com,001-482-892-1319x44048,43,8,Beta,2023-04-05,Yes,9,228.34,2025-05-01 00:53:33,Near story window memory.,Hybrid,None,CD04-DA
1250,Derek Brown,North,73,2,1493.11,2022-12,kbush@yahoo.com,(112)493-3535,27,19,Gamma,2021-02-19,Yes,7,365.88,2025-02-27 01:59:05,Expert beyond involve produce.,Offline,Elite Trainer,CD01-DS
1251,Madeline Martin,Central,55,4,1696.55,2023-08,michaelpitts@gmail.com,001-980-457-9266x21201,44,13,Gamma,2021-05-31,Yes,9,490.56,2025-03-16 16:52:20,School have kind choose key bill.,Online,None,CD05-FS
1252,Tyrone Lewis,South,89,48,3206.38,2022-08,bellmaria@wolf.info,001-965-803-3983x6631,48,19,Beta,2021-08-30,No,6,484.48,2025-03-06 07:12:38,Poor however change use address store.,Online,Certified Seller,CD03-ML
1253,Victor Lang,West,19,28,2466.96,2024-10,angela80@hotmail.com,001-160-009-4780,30,2,Beta,2023-07-21,No,5,300.21,2025-07-02 18:01:42,Mother reduce floor guy strategy point.,Hybrid,Certified Seller,CD06-CC
1254,James Gonzalez,South,20,29,4921.34,2022-01,gchambers@hotmail.com,857-392-3222x09615,25,18,Alpha,2023-10-31,No,9,986.34,2025-03-01 00:28:58,Recently significant see trip.,Offline,None,CD09-AT
1255,Ray Wiggins,South,63,45,8479.93,2024-05,hbrown@gmail.com,724.596.6824x8548,29,17,Gamma,2021-05-09,No,2,125.39,2025-07-10 19:39:40,Important best morning own.,Online,None,CD02-AI
1256,Brandy Pitts,West,26,43,4462.24,2022-06,ramirezstacy@charles.com,(123)229-2941x960,40,11,Beta,2023-05-22,No,2,452.05,2025-04-25 19:39:42,Plan result street standard land concern.,Hybrid,Certified Seller,CD06-CC
1257,Matthew Wilson,West,59,39,9875.92,2022-07,riveraerika@hotmail.com,+1-936-008-0568x125,31,12,Beta,2023-02-21,Yes,8,420.21,2025-02-19 03:07:09,Probably according become time several end laugh short.,Hybrid,None,CD08-CS
1258,Anthony Brown,South,34,33,7821.83,2024-02,froberson@gmail.com,(619)483-4510x848,27,7,Beta,2021-09-09,No,3,704.8,2025-03-31 04:33:10,Letter record rise appear dinner issue.,Online,Elite Trainer,CD04-DA
1259,Phillip Sanford,North,82,32,1791.94,2023-12,yatessandra@yahoo.com,721-813-9914x1917,36,5,Beta,2022-05-23,No,1,557.34,2025-07-12 08:53:21,Machine both theory anyone throughout dinner Congress.,Online,None,CD02-AI
1260,Caitlin Park,East,29,35,4312.81,2022-09,evang@herman.com,+1-357-101-4119x3347,25,1,Beta,2023-04-10,Yes,6,535.11,2025-02-15 00:31:07,Forward day push.,Hybrid,Elite Trainer,CD02-AI
1261,Joseph Cole,East,30,10,9630.96,2024-06,calvinscott@hotmail.com,+1-355-585-6326x032,31,18,Beta,2023-02-23,Yes,6,502.18,2025-01-11 06:20:31,Despite production activity stock become.,Offline,Certified Seller,CD05-FS
1262,Becky Chavez,Central,46,17,1112.08,2024-12,hannakyle@yahoo.com,053.089.9447x190,45,14,Gamma,2022-02-23,No,10,278.43,2025-02-18 23:55:29,As culture particular bad lay.,Hybrid,None,CD01-DS
1263,Dr. Kyle Gentry,South,84,18,6174.24,2023-07,nberry@craig-mathews.com,001-706-289-8160,47,0,Gamma,2021-05-03,Yes,2,257.62,2025-05-10 19:56:16,Degree clearly out his beautiful there even.,Online,None,CD09-AT
1264,Jodi Williams,North,68,22,5058.27,2024-06,huynhbenjamin@king.com,(969)060-5474x590,34,3,Alpha,2023-09-16,Yes,10,736.93,2025-02-03 10:09:54,Catch audience necessary star today.,Hybrid,None,CD09-AT
1265,Travis Mckinney,North,66,31,7455.08,2022-01,ayalathomas@hodge-alvarado.com,(170)165-2524,41,19,Gamma,2024-02-18,No,8,414.39,2025-01-19 22:41:20,Seem form response woman vote head factor.,Hybrid,None,CD05-FS
1266,Ryan David,South,37,9,3228.58,2022-04,robinsonblake@bailey.com,532-017-2919x02605,27,15,Beta,2020-12-16,Yes,5,540.02,2025-05-20 22:00:12,Lot early quickly recognize through reach.,Online,Certified Seller,CD03-ML
1267,Timothy Nolan,North,72,17,3430.03,2024-01,sanderserika@george.org,(953)561-1657,31,14,Beta,2023-03-19,Yes,6,332.5,2025-07-17 10:28:03,Describe religious reach add someone house nothing.,Hybrid,Elite Trainer,CD08-CS
1268,James Marquez,West,91,40,4087.17,2022-05,ocarlson@hotmail.com,3932908208,37,8,Beta,2022-08-16,Yes,8,631.46,2025-02-27 09:09:10,Heavy heavy decide participant money.,Online,Certified Seller,CD02-AI
1269,Tracy Simpson,East,79,23,6244.62,2024-05,jacoblong@turner.com,(161)496-4826x3429,31,6,Alpha,2022-12-06,No,8,245.92,2025-06-02 09:40:14,Behind whose true financial you collection challenge.,Hybrid,Certified Seller,CD06-CC
1270,Richard Morris,East,69,10,9834.53,2024-12,vfernandez@hotmail.com,025.230.8387x989,37,20,Beta,2022-09-30,Yes,5,217.33,2025-04-24 03:15:29,Poor natural need protect game room yard.,Hybrid,Elite Trainer,CD01-DS
1271,Madison Lawrence,Central,46,11,5171.32,2023-05,beardcarmen@gardner-ellis.com,+1-595-934-0881x849,24,11,Gamma,2023-05-25,Yes,2,282.72,2025-04-01 18:09:27,Standard yet couple weight cover herself.,Offline,None,CD05-FS
1272,Bruce Bell,East,27,37,7662.34,2022-09,derek39@hotmail.com,(052)086-6413,36,15,Gamma,2024-04-18,No,2,552.97,2025-05-04 11:21:53,The father care week.,Hybrid,None,CD06-CC
1273,Diana Hood,Central,26,8,7890.05,2022-05,michaelfuentes@yahoo.com,110-998-2752,29,14,Alpha,2024-01-04,Yes,2,721.86,2025-07-27 14:42:23,Goal know him charge clear pressure evening effort.,Hybrid,Elite Trainer,CD06-CC
1274,Debbie Garcia,North,44,18,3192.5,2024-04,nixonjacqueline@yahoo.com,872.082.3471x035,23,20,Beta,2023-05-24,Yes,7,359.58,2025-03-03 22:45:46,Newspaper machine crime act.,Offline,None,CD07-DO
1275,Mary Robinson,West,19,3,3700.1,2023-04,jill26@alvarado.net,+1-008-775-0899x093,43,17,Alpha,2020-12-01,No,3,342.24,2025-07-02 15:42:08,Me perhaps be into friend.,Hybrid,Elite Trainer,CD08-CS
1276,Kevin Thompson,South,67,7,9903.01,2023-04,melinda69@zuniga-wright.org,(578)958-1707,31,14,Gamma,2020-11-14,No,5,842.17,2025-03-29 13:18:53,Sit particular front wrong.,Hybrid,None,CD05-FS
